origin,destination,intermediate,request_time_local,distance,duration,static_duration,description,duration_minutes,day_of_week,weekend,distance_miles,route_id,direction,route_description,request_time_UTC,polyline
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 08:27:18,8528,813,872,US-151 N/E Washington Ave,13.55,Mon,Weekday,5.299053527399984,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave,2025-10-13T13:27:18Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 08:27:18,11141,888,930,US-151 N/E Washington Ave and WI-30 E,14.8,Mon,Weekday,6.922696452716138,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave and WI-30 E,2025-10-13T13:27:18Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCIWw@eA_BcBIQEk@Ho@?g@SkA[gBMcB?wDE]Rie@p@_mCFuFJSh@aNTwB`@sBTu@~@kCLm@FoAL]HI@i@GSOESD{@b@cATw@QUOGMSISDMPoABgBEGDw@Wc@Yg@o@[u@q@aCeDwKo@qAq@m@{@_@q@GkRW_AGkFOw@Ds@PWJoAz@{CtDi@`@eAb@w@J{FEw@Ja@JaAh@u@XsA|@uAlA]BSEUIU@QPGPwEhDq@RmABo@AOFiCIWI}BCs@FcA`@gAn@u@~@sAtBaN`TwAvBUDUT[IsIaNNW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 08:27:18,9039,943,955,E Johnson St and US-151 N/E Washington Ave,15.716666666666667,Mon,Weekday,5.616574206633262,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via E Johnson St and US-151 N/E Washington Ave,2025-10-13T13:27:18Z,{x|eGluo`PoEaHwLbQmb@iq@uJqOgG{J{F}Is@kAkCeFqCeF_@m@s@sAyD{F}@eASQuAg@Wg@Kg@}AcCm@w@GAoKqOeG{IuImM_DoE{A}BSw@K{@RqZNe@~@q@{EuO{@aBu@eAy@cAkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
Williamson_Wilson_outbound,Williamson_Thornton_outbound,NA,2025-10-13 08:27:18,1851,234,240,Williamson St,3.9,Mon,Weekday,1.150158076831305,Williamson (Wilson <-> Thornton),NB,Williamson Wilson to Williamson Thornton via Williamson St,2025-10-13T13:27:18Z,{i|eGr}n`PQaAWs@cDsFk@y@E?{Ra[sHoL}D{GcM}Rs@iAoB}BiI_J
Williamson_Thornton_inbound,Williamson_Wilson_inbound,NA,2025-10-13 08:27:18,1755,183,217,Williamson St,3.05,Mon,Weekday,1.0905064423765212,Williamson (Wilson <-> Thornton),SB,Williamson Thornton to Williamson Wilson via Williamson St,2025-10-13T13:27:18Z,{r~eGzxk`PrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`Bh@z@
Park_Badger_inbound,Park_University_inbound,NA,2025-10-13 08:27:18,4003,729,469,Wisconsin Law Enforcement Officers Hwy and S Park St,12.15,Mon,Weekday,2.4873488825260477,Park (Badger <-> University),NB,Park Badger to Park University via Wisconsin Law Enforcement Officers Hwy and S Park St,2025-10-13T13:27:18Z,u}teGfwr`P}K?cQAcEBuCD_KAeIIqB@sCXyCh@sA^eC~@aCtAiMrJ{IzGmHvFaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_Badger_inbound,Park_University_inbound,NA,2025-10-13 08:27:18,4810,785,534,Fish Hatchery Rd,13.083333333333334,Mon,Weekday,2.988795434661576,Park (Badger <-> University),NB,Park Badger to Park University via Fish Hatchery Rd,2025-10-13T13:27:18Z,u}teGfwr`PEdJB`BQzn@eO@MJwN@MKmCK}A]eBs@s@_@M?sXqRgDsBeAg@u@YsBa@yDCcGC_EGmD?kACOIWIOQQYaGrEaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_University_outbound,Park_Badger_outbound,NA,2025-10-13 08:27:19,3987,484,483,N Park St,8.066666666666666,Mon,Weekday,2.4774069434502506,Park (Badger <-> University),SB,Park University to Park Badger via N Park St,2025-10-13T13:27:19Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkDzEsDhCsBlE}CfLcJfCcBvB_AdCy@hBa@jDg@xAEtKBfGAnE@hKKtOFxGA
Broom_JND,Broom_Gorham,NA,2025-10-13 08:27:19,872,198,181,S Broom St,3.3,Mon,Weekday,0.5418356796309552,Broom (JND to University),NB,Broom JND to Broom Gorham via S Broom St,2025-10-13T13:27:19Z,qyzeGv_q`P]l@?Hy@jAmB`DsOpTyIhMm@x@
Regent_Monroe,North_Shore_Bedford_EB,NA,2025-10-13 08:27:19,2074,252,265,Regent St,4.2,Mon,Weekday,1.2887238527002307,Regent (Monroe <-> Bedford),EB,Regent Monroe to North Shore Bedford EB via Regent St,2025-10-13T13:27:19Z,stzeGdmv`PGq@FuHZ{gAH_@?eGBsBX_BdAsFb@cBRoARg@`BeClImLj@}@T{@Hw@@iAEm@Mm@[{@UYo@i@
North_Shore_Bedford_WB,Regent_Monroe,NA,2025-10-13 08:27:19,2205,290,281,US-151 S and Regent St,4.833333333333333,Mon,Weekday,1.3701234788833214,Regent (Monroe <-> Bedford),WB,North Shore Bedford WB to Regent Monroe via US-151 S and Regent St,2025-10-13T13:27:19Z,eizeGlvq`PrD|Bz@f@XV`@j@Tt@Hh@@~@Ep@W~@i@|@wLzPMV]rBqB|JQ|ACnANdGB^]bkAElEG\NR
JND_Rimrock_inbound,Hairball_inbound,NA,2025-10-13 08:45:55,3849,489,289,John Nolen Dr,8.15,Mon,Weekday,2.3916577189214983,John Nolen Dr (Rimrock <-> Hairball),NB,JND Rimrock to Hairball via John Nolen Dr,2025-10-13T13:45:55Z,sqveG`|n`PwBnDgBvBiB`BgG~DgBv@gJ|CcBt@iAp@_BtAkG~GsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBkDcBcBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]SUG
Hairball_outbound,JND_Rimrock_outbound,NA,2025-10-13 08:45:55,3905,313,312,John Nolen Dr,5.216666666666667,Mon,Weekday,2.426454505686789,John Nolen Dr (Rimrock <-> Hairball),SB,Hairball to JND Rimrock via John Nolen Dr,2025-10-13T13:45:55Z,gh|eGjeo`P^?\H\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBhCpAxChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHiIhA_A|AaAh@WhGwBjBi@jBu@zA}@nGyE|AaBfAwA~@{AJA^ST@`@L
Johnson_First_inbound,University_Bassett,NA,2025-10-13 08:45:56,3483,387,403,E Gorham St,6.45,Mon,Weekday,2.1642358625626343,Gorham (First to Bassett),SB,Johnson First to University Bassett via E Gorham St,2025-10-13T13:45:56Z,yy_fGvql`PbDpFJRlD~FdCfEjEvGtD|Gv@rAn@hBJ`A@`CDf@Nn@L\h@hA~DvG`K`PjDzF|Sr\rFxIhBnCt[xg@jApBr@bAnHvL
University_Bassett,University_Babcock,NA,2025-10-13 08:45:56,1409,201,205,University Ave,3.35,Mon,Weekday,0.8755120098624035,University (Bassett to Babcock),WB,University Bassett to University Babcock via University Ave,2025-10-13T13:45:56Z,_w{eGxvr`PJZFp@ArHMbWCdHG|FGjRErT?hDMhFKb@
Johnson_Orchard,Johnson_First_outbound,NA,2025-10-13 08:45:56,4639,544,559,W Johnson St,9.066666666666666,Mon,Weekday,2.882540960788992,Johnson (Orchard to First),NB,Johnson Orchard to Johnson First via W Johnson St,2025-10-13T13:45:56Z,gp{eG`gu`PDkFFkRVch@@eIGe@Wy@eAsBoVm`@qBmD}BoDoAiBeNoTkAuBkf@sv@{Vca@{F}Is@kAkCeFqCeF_@m@s@sAc@s@
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 08:45:56,8528,824,872,US-151 N/E Washington Ave,13.733333333333333,Mon,Weekday,5.299053527399984,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave,2025-10-13T13:45:56Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 08:45:56,11141,891,930,US-151 N/E Washington Ave and WI-30 E,14.85,Mon,Weekday,6.922696452716138,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave and WI-30 E,2025-10-13T13:45:56Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCIWw@eA_BcBIQEk@Ho@?g@SkA[gBMcB?wDE]Rie@p@_mCFuFJSh@aNTwB`@sBTu@~@kCLm@FoAL]HI@i@GSOESD{@b@cATw@QUOGMSISDMPoABgBEGDw@Wc@Yg@o@[u@q@aCeDwKo@qAq@m@{@_@q@GkRW_AGkFOw@Ds@PWJoAz@{CtDi@`@eAb@w@J{FEw@Ja@JaAh@u@XsA|@uAlA]BSEUIU@QPGPwEhDq@RmABo@AOFiCIWI}BCs@FcA`@gAn@u@~@sAtBaN`TwAvBUDUT[IsIaNNW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 08:45:56,9039,938,955,E Johnson St and US-151 N/E Washington Ave,15.633333333333333,Mon,Weekday,5.616574206633262,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via E Johnson St and US-151 N/E Washington Ave,2025-10-13T13:45:56Z,{x|eGluo`PoEaHwLbQmb@iq@uJqOgG{J{F}Is@kAkCeFqCeF_@m@s@sAyD{F}@eASQuAg@Wg@Kg@}AcCm@w@GAoKqOeG{IuImM_DoE{A}BSw@K{@RqZNe@~@q@{EuO{@aBu@eAy@cAkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
Williamson_Wilson_outbound,Williamson_Thornton_outbound,NA,2025-10-13 08:45:57,1851,226,240,Williamson St,3.7666666666666666,Mon,Weekday,1.150158076831305,Williamson (Wilson <-> Thornton),NB,Williamson Wilson to Williamson Thornton via Williamson St,2025-10-13T13:45:57Z,{i|eGr}n`PQaAWs@cDsFk@y@E?{Ra[sHoL}D{GcM}Rs@iAoB}BiI_J
Williamson_Thornton_inbound,Williamson_Wilson_inbound,NA,2025-10-13 08:45:57,1755,176,217,Williamson St,2.933333333333333,Mon,Weekday,1.0905064423765212,Williamson (Wilson <-> Thornton),SB,Williamson Thornton to Williamson Wilson via Williamson St,2025-10-13T13:45:57Z,{r~eGzxk`PrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`Bh@z@
Park_Badger_inbound,Park_University_inbound,NA,2025-10-13 08:45:57,4003,634,469,Wisconsin Law Enforcement Officers Hwy and S Park St,10.566666666666666,Mon,Weekday,2.4873488825260477,Park (Badger <-> University),NB,Park Badger to Park University via Wisconsin Law Enforcement Officers Hwy and S Park St,2025-10-13T13:45:57Z,u}teGfwr`P}K?cQAcEBuCD_KAeIIqB@sCXyCh@sA^eC~@aCtAiMrJ{IzGmHvFaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_Badger_inbound,Park_University_inbound,NA,2025-10-13 08:45:57,4810,749,534,Fish Hatchery Rd,12.483333333333333,Mon,Weekday,2.988795434661576,Park (Badger <-> University),NB,Park Badger to Park University via Fish Hatchery Rd,2025-10-13T13:45:57Z,u}teGfwr`PEdJB`BQzn@eO@MJwN@MKmCK}A]eBs@s@_@M?sXqRgDsBeAg@u@YsBa@yDCcGC_EGmD?kACOIWIOQQYaGrEaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_University_outbound,Park_Badger_outbound,NA,2025-10-13 08:45:57,3987,480,483,N Park St,8,Mon,Weekday,2.4774069434502506,Park (Badger <-> University),SB,Park University to Park Badger via N Park St,2025-10-13T13:45:57Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkDzEsDhCsBlE}CfLcJfCcBvB_AdCy@hBa@jDg@xAEtKBfGAnE@hKKtOFxGA
Broom_JND,Broom_Gorham,NA,2025-10-13 08:45:57,872,193,181,S Broom St,3.216666666666667,Mon,Weekday,0.5418356796309552,Broom (JND to University),NB,Broom JND to Broom Gorham via S Broom St,2025-10-13T13:45:57Z,qyzeGv_q`P]l@?Hy@jAmB`DsOpTyIhMm@x@
Regent_Monroe,North_Shore_Bedford_EB,NA,2025-10-13 08:45:57,2074,251,265,Regent St,4.183333333333334,Mon,Weekday,1.2887238527002307,Regent (Monroe <-> Bedford),EB,Regent Monroe to North Shore Bedford EB via Regent St,2025-10-13T13:45:57Z,stzeGdmv`PGq@FuHZ{gAH_@?eGBsBX_BdAsFb@cBRoARg@`BeClImLj@}@T{@Hw@@iAEm@Mm@[{@UYo@i@
North_Shore_Bedford_WB,Regent_Monroe,NA,2025-10-13 08:45:58,2205,297,281,US-151 S and Regent St,4.95,Mon,Weekday,1.3701234788833214,Regent (Monroe <-> Bedford),WB,North Shore Bedford WB to Regent Monroe via US-151 S and Regent St,2025-10-13T13:45:58Z,eizeGlvq`PrD|Bz@f@XV`@j@Tt@Hh@@~@Ep@W~@i@|@wLzPMV]rBqB|JQ|ACnANdGB^]bkAElEG\NR
JND_Rimrock_inbound,Hairball_inbound,NA,2025-10-13 09:13:59,3849,290,289,John Nolen Dr,4.833333333333333,Mon,Weekday,2.3916577189214983,John Nolen Dr (Rimrock <-> Hairball),NB,JND Rimrock to Hairball via John Nolen Dr,2025-10-13T14:13:59Z,sqveG`|n`PwBnDgBvBiB`BgG~DgBv@gJ|CcBt@iAp@_BtAkG~GsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBkDcBcBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]SUG
Hairball_outbound,JND_Rimrock_outbound,NA,2025-10-13 09:13:59,3905,329,312,John Nolen Dr,5.483333333333333,Mon,Weekday,2.426454505686789,John Nolen Dr (Rimrock <-> Hairball),SB,Hairball to JND Rimrock via John Nolen Dr,2025-10-13T14:13:59Z,gh|eGjeo`P^?\H\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBhCpAxChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHiIhA_A|AaAh@WhGwBjBi@jBu@zA}@nGyE|AaBfAwA~@{AJA^ST@`@L
Johnson_First_inbound,University_Bassett,NA,2025-10-13 09:13:59,3483,412,403,E Gorham St,6.866666666666666,Mon,Weekday,2.1642358625626343,Gorham (First to Bassett),SB,Johnson First to University Bassett via E Gorham St,2025-10-13T14:13:59Z,yy_fGvql`PbDpFJRlD~FdCfEjEvGtD|Gv@rAn@hBJ`A@`CDf@Nn@L\h@hA~DvG`K`PjDzF|Sr\rFxIhBnCt[xg@jApBr@bAnHvL
University_Bassett,University_Babcock,NA,2025-10-13 09:14:00,1409,202,205,University Ave,3.3666666666666667,Mon,Weekday,0.8755120098624035,University (Bassett to Babcock),WB,University Bassett to University Babcock via University Ave,2025-10-13T14:14:00Z,_w{eGxvr`PJZFp@ArHMbWCdHG|FGjRErT?hDMhFKb@
Johnson_Orchard,Johnson_First_outbound,NA,2025-10-13 09:14:00,4639,552,559,W Johnson St,9.2,Mon,Weekday,2.882540960788992,Johnson (Orchard to First),NB,Johnson Orchard to Johnson First via W Johnson St,2025-10-13T14:14:00Z,gp{eG`gu`PDkFFkRVch@@eIGe@Wy@eAsBoVm`@qBmD}BoDoAiBeNoTkAuBkf@sv@{Vca@{F}Is@kAkCeFqCeF_@m@s@sAc@s@
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 09:14:00,8528,815,872,US-151 N/E Washington Ave,13.583333333333334,Mon,Weekday,5.299053527399984,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave,2025-10-13T14:14:00Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 09:14:00,9039,932,955,E Johnson St and US-151 N/E Washington Ave,15.533333333333333,Mon,Weekday,5.616574206633262,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via E Johnson St and US-151 N/E Washington Ave,2025-10-13T14:14:00Z,{x|eGluo`PoEaHwLbQmb@iq@uJqOgG{J{F}Is@kAkCeFqCeF_@m@s@sAyD{F}@eASQuAg@Wg@Kg@}AcCm@w@GAoKqOeG{IuImM_DoE{A}BSw@K{@RqZNe@~@q@{EuO{@aBu@eAy@cAkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 09:14:00,11141,893,930,US-151 N/E Washington Ave and WI-30 E,14.883333333333333,Mon,Weekday,6.922696452716138,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave and WI-30 E,2025-10-13T14:14:00Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCIWw@eA_BcBIQEk@Ho@?g@SkA[gBMcB?wDE]Rie@p@_mCFuFJSh@aNTwB`@sBTu@~@kCLm@FoAL]HI@i@GSOESD{@b@cATw@QUOGMSISDMPoABgBEGDw@Wc@Yg@o@[u@q@aCeDwKo@qAq@m@{@_@q@GkRW_AGkFOw@Ds@PWJoAz@{CtDi@`@eAb@w@J{FEw@Ja@JaAh@u@XsA|@uAlA]BSEUIU@QPGPwEhDq@RmABo@AOFiCIWI}BCs@FcA`@gAn@u@~@sAtBaN`TwAvBUDUT[IsIaNNW
Williamson_Wilson_outbound,Williamson_Thornton_outbound,NA,2025-10-13 09:14:00,1851,220,240,Williamson St,3.6666666666666665,Mon,Weekday,1.150158076831305,Williamson (Wilson <-> Thornton),NB,Williamson Wilson to Williamson Thornton via Williamson St,2025-10-13T14:14:00Z,{i|eGr}n`PQaAWs@cDsFk@y@E?{Ra[sHoL}D{GcM}Rs@iAoB}BiI_J
Williamson_Thornton_inbound,Williamson_Wilson_inbound,NA,2025-10-13 09:14:00,1755,186,217,Williamson St,3.1,Mon,Weekday,1.0905064423765212,Williamson (Wilson <-> Thornton),SB,Williamson Thornton to Williamson Wilson via Williamson St,2025-10-13T14:14:00Z,{r~eGzxk`PrKnLd@l@jJ~N~DrG~D|GvWxa@`BlCt@tAp@`Bh@z@
Park_Badger_inbound,Park_University_inbound,NA,2025-10-13 09:14:01,4003,514,469,Wisconsin Law Enforcement Officers Hwy and S Park St,8.566666666666666,Mon,Weekday,2.4873488825260477,Park (Badger <-> University),NB,Park Badger to Park University via Wisconsin Law Enforcement Officers Hwy and S Park St,2025-10-13T14:14:01Z,u}teGfwr`P}K?cQAcEBuCD_KAeIIqB@sCXyCh@sA^eC~@aCtAiMrJ{IzGmHvFaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_Badger_inbound,Park_University_inbound,NA,2025-10-13 09:14:01,4810,617,534,Fish Hatchery Rd,10.283333333333333,Mon,Weekday,2.988795434661576,Park (Badger <-> University),NB,Park Badger to Park University via Fish Hatchery Rd,2025-10-13T14:14:01Z,u}teGfwr`PEdJB`BQzn@eO@MJwN@MKmCK}A]eBs@s@_@M?sXqRgDsBeAg@u@YsBa@yDCcGC_EGmD?kACOIWIOQQYaGrEaEtCg@Rs@NcBBuE?{IFyDCkEAmBEYB[AmCT{DTuKCiIW}DImCYaC?
Park_University_outbound,Park_Badger_outbound,NA,2025-10-13 09:14:01,3987,476,483,N Park St,7.933333333333334,Mon,Weekday,2.4774069434502506,Park (Badger <-> University),SB,Park University to Park Badger via N Park St,2025-10-13T14:14:01Z,}v{eGnat`PtC@bALzATd@BpB@fIRhIB`KY|DQ`HDbLA|DApA@bAEf@GdA_@TOnEkDzEsDhCsBlE}CfLcJfCcBvB_AdCy@hBa@jDg@xAEtKBfGAnE@hKKtOFxGA
Broom_JND,Broom_Gorham,NA,2025-10-13 09:14:01,872,167,181,S Broom St,2.783333333333333,Mon,Weekday,0.5418356796309552,Broom (JND to University),NB,Broom JND to Broom Gorham via S Broom St,2025-10-13T14:14:01Z,qyzeGv_q`P]l@?Hy@jAmB`DsOpTyIhMm@x@
Regent_Monroe,North_Shore_Bedford_EB,NA,2025-10-13 09:14:01,2074,244,265,Regent St,4.066666666666666,Mon,Weekday,1.2887238527002307,Regent (Monroe <-> Bedford),EB,Regent Monroe to North Shore Bedford EB via Regent St,2025-10-13T14:14:01Z,stzeGdmv`PGq@FuHZ{gAH_@?eGBsBX_BdAsFb@cBRoARg@`BeClImLj@}@T{@Hw@@iAEm@Mm@[{@UYo@i@
North_Shore_Bedford_WB,Regent_Monroe,NA,2025-10-13 09:14:01,2205,267,281,US-151 S and Regent St,4.45,Mon,Weekday,1.3701234788833214,Regent (Monroe <-> Bedford),WB,North Shore Bedford WB to Regent Monroe via US-151 S and Regent St,2025-10-13T14:14:01Z,eizeGlvq`PrD|Bz@f@XV`@j@Tt@Hh@@~@Ep@W~@i@|@wLzPMV]rBqB|JQ|ACnANdGB^]bkAElEG\NR
JND_Rimrock_inbound,Hairball_inbound,NA,2025-10-13 09:42:28,3849,307,289,John Nolen Dr,5.116666666666666,Mon,Weekday,2.3916577189214983,John Nolen Dr (Rimrock <-> Hairball),NB,JND Rimrock to Hairball via John Nolen Dr,2025-10-13T14:42:28Z,sqveG`|n`PwBnDgBvBiB`BgG~DgBv@gJ|CcBt@iAp@_BtAkG~GsBrBcInHkRfQuD~CqAr@qAd@uARuABaAIwKgBcAUwEaBkDcBcBgAg@_@MSmB_BcCmC}@oAk@aAwG{IoImL{CyEmA}AaDoDcCuC]SUG
Hairball_outbound,JND_Rimrock_outbound,NA,2025-10-13 09:42:28,3905,295,312,John Nolen Dr,4.916666666666667,Mon,Weekday,2.426454505686789,John Nolen Dr (Rimrock <-> Hairball),SB,Hairball to JND Rimrock via John Nolen Dr,2025-10-13T14:42:28Z,gh|eGjeo`P^?\H\TdE`FdCbD`E`GnPnUlDrEfCbD~AnAtChBhCpAxChAlCr@dG~@bFh@fBAvASlAc@tAw@vIoHzMuLtCgCZ_@rEaExHiIhA_A|AaAh@WhGwBjBi@jBu@zA}@nGyE|AaBfAwA~@{AJA^ST@`@L
Johnson_First_inbound,University_Bassett,NA,2025-10-13 09:42:28,3483,392,403,E Gorham St,6.533333333333333,Mon,Weekday,2.1642358625626343,Gorham (First to Bassett),SB,Johnson First to University Bassett via E Gorham St,2025-10-13T14:42:28Z,yy_fGvql`PbDpFJRlD~FdCfEjEvGtD|Gv@rAn@hBJ`A@`CDf@Nn@L\h@hA~DvG`K`PjDzF|Sr\rFxIhBnCt[xg@jApBr@bAnHvL
University_Bassett,University_Babcock,NA,2025-10-13 09:42:28,1409,233,205,University Ave,3.8833333333333333,Mon,Weekday,0.8755120098624035,University (Bassett to Babcock),WB,University Bassett to University Babcock via University Ave,2025-10-13T14:42:28Z,_w{eGxvr`PJZFp@ArHMbWCdHG|FGjRErT?hDMhFKb@
Johnson_Orchard,Johnson_First_outbound,NA,2025-10-13 09:42:29,4639,532,559,W Johnson St,8.866666666666667,Mon,Weekday,2.882540960788992,Johnson (Orchard to First),NB,Johnson Orchard to Johnson First via W Johnson St,2025-10-13T14:42:29Z,gp{eG`gu`PDkFFkRVch@@eIGe@Wy@eAsBoVm`@qBmD}BoDoAiBeNoTkAuBkf@sv@{Vca@{F}Is@kAkCeFqCeF_@m@s@sAc@s@
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 09:42:29,8528,822,872,US-151 N/E Washington Ave,13.7,Mon,Weekday,5.299053527399984,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via US-151 N/E Washington Ave,2025-10-13T14:42:29Z,{x|eGluo`PgUg^{LyRsVq`@s@qAiFcImIuMmGyJcFsH{LeQeM}QyFsIs@y@kCoBkAy@oBcBc@k@i@}@e@eAy@gCgHqUSi@gAoB{AoBkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
E_Wash_Blair_outbound,E_Wash_E_Springs_outbound,NA,2025-10-13 09:42:29,9039,927,955,E Johnson St and US-151 N/E Washington Ave,15.45,Mon,Weekday,5.616574206633262,E Wash (Blair <-> E Springs),NB,E Wash Blair to E Wash E Springs via E Johnson St and US-151 N/E Washington Ave,2025-10-13T14:42:29Z,{x|eGluo`PoEaHwLbQmb@iq@uJqOgG{J{F}Is@kAkCeFqCeF_@m@s@sAyD{F}@eASQuAg@Wg@Kg@}AcCm@w@GAoKqOeG{IuImM_DoE{A}BSw@K{@RqZNe@~@q@{EuO{@aBu@eAy@cAkCqCwD_DuBiCuAoBy@yAuAwCuAaC[i@yAkBaGwIeGoJyFkIcG{KoEeIcEyHsBsD{AqCkHcMqBkDqHsMuJsOcWgb@o@aAmEsH_FwH{BwDsJmONW
